http://www.mariowiki.com/images/thumb/7/7e/Bowser_-_Mario_Party_10.png/250px-Bowser_-_Mario_Party_10.png,bowser
http://blogs-images.forbes.com/erikkain/files/2015/05/Bowser-e1432132174670-1940x1090.png,bowser
http://www.mariowiki.com/images/thumb/7/71/Yoshibowser.png/200px-Yoshibowser.png,bowser
http://vignette2.wikia.nocookie.net/villains/images/7/71/Bowser.png/revision/latest?cb=20131030220015,bowser
http://yoshieggs.files.wordpress.com/2008/11/yoshi-topsy-turvy5.jpg,yoshi
https://i.ytimg.com/vi/pRcxsXhCCgc/maxresdefault.jpg,yoshi
http://vignette3.wikia.nocookie.net/fantendo/images/5/51/MKPC_Yoshi_Solo.png/revision/latest?cb=20120120015822,yoshi
http://media1.gameinformer.com/filestorage/CommunityServer.Components.SiteFiles/imagefeed/featured/nintendo2015/yoshis-woolly/interview/yoshiinterview_610a.jpg,yoshi
http://ecx.images-amazon.com/images/I/51d9lzRvSKL._SX425_.jpg,yoshi
http://vignette2.wikia.nocookie.net/fantendo/images/d/d4/Black_Yoshi_YBA.png/revision/latest?cb=20111220181735,yoshi
